file,key_fix_text,label(bbox)
00846180_page-0.png,There was a change in the interests of the substantial holder on,"[257.0, 244.0, 74.0, 9.0]"
00846180_page-0.png,The previous notice was dated,"[256.0, 261.0, 75.0, 9.0]"
00846180_page-0.png,The previous notice was given to the company on,"[257.0, 277.0, 75.0, 10.0]"
00846180_page-0.png,class of securities,"[84.0, 397.0, 80.0, 10.0]"
00846180_page-0.png,Previous notice Person's notes,"[214.0, 396.0, 53.0, 11.0]"
00846180_page-0.png,Previous notice Voting power,"[299.0, 396.0, 27.0, 10.0]"
00846180_page-0.png,Present notice Person's votes,"[383.0, 397.0, 52.0, 10.0]"
00846180_page-0.png,Present notice Voting power,"[455.0, 396.0, 29.0, 11.0]"
00846314_page-0.png,company name,"[162.0, 127.0, 61.0, 11.0]"
00846314_page-0.png,substantial holder name,"[163.0, 196.0, 72.0, 10.0]"
00846314_page-0.png,holder ACN/ARSN,-1
00846314_page-0.png,There was a change in the interests of the substantial holder on,"[211.0, 244.0, 32.0, 10.0]"
00846314_page-0.png,The previous notice was dated,"[212.0, 256.0, 32.0, 10.0]"
00846314_page-0.png,The previous notice was given to the company on,"[212.0, 269.0, 32.0, 9.0]"
00846314_page-0.png,class of securities,"[85.0, 373.0, 59.0, 9.0]"
00846314_page-0.png,Previous notice Person's notes,"[190.0, 373.0, 39.0, 9.0]"
00846314_page-0.png,Previous notice Voting power,"[292.0, 373.0, 26.0, 9.0]"
00846314_page-0.png,Present notice Person's votes,"[391.0, 373.0, 38.0, 9.0]"
00846314_page-0.png,Present notice Voting power,"[476.0, 374.0, 26.0, 7.0]"
00846314_page-0.png,company ACN/ARSN,"[162.0, 150.0, 55.0, 11.0]"
00846434_page-0.png,company name,"[142.0, 118.0, 78.0, 10.0]"
00846434_page-0.png,company ACN/ARSN,"[142.0, 128.0, 53.0, 10.0]"
00846434_page-0.png,substantial holder name,"[143.0, 168.0, 285.0, 11.0]"
00846434_page-0.png,holder ACN/ARSN,"[143.0, 179.0, 244.0, 12.0]"
00846434_page-0.png,There was a change in the interests of the substantial holder on,"[369.0, 201.0, 54.0, 11.0]"
00846434_page-0.png,The previous notice was dated,"[367.0, 220.0, 63.0, 12.0]"
00846434_page-0.png,The previous notice was given to the company on,"[368.0, 242.0, 64.0, 10.0]"
00846434_page-0.png,class of securities,"[77.0, 351.0, 36.0, 11.0]"
00846434_page-0.png,Previous notice Person's notes,"[195.0, 350.0, 51.0, 11.0]"
00846434_page-0.png,Previous notice Voting power,"[284.0, 351.0, 27.0, 10.0]"
00846434_page-0.png,Present notice Person's votes,"[353.0, 350.0, 52.0, 10.0]"
00846434_page-0.png,Present notice Voting power,"[453.0, 350.0, 31.0, 11.0]"
00910606_page-0.png,company name,"[143.0, 118.0, 84.0, 10.0]"
00910606_page-0.png,company ACN/ARSN,"[143.0, 128.0, 52.0, 11.0]"
00910606_page-0.png,substantial holder name,"[142.0, 169.0, 285.0, 11.0]"
00910606_page-0.png,holder ACN/ARSN,"[142.0, 181.0, 245.0, 10.0]"
00910606_page-0.png,There was a change in the interests of the substantial holder on,"[368.0, 201.0, 78.0, 10.0]"
00910606_page-0.png,The previous notice was dated,"[368.0, 221.0, 73.0, 10.0]"
00910606_page-0.png,The previous notice was given to the company on,"[368.0, 242.0, 73.0, 10.0]"
00910606_page-0.png,class of securities,"[77.0, 352.0, 36.0, 11.0]"
00910606_page-0.png,Previous notice Person's notes,"[197.0, 352.0, 47.0, 11.0]"
00910606_page-0.png,Previous notice Voting power,"[283.0, 353.0, 29.0, 10.0]"
00910606_page-0.png,Present notice Person's votes,"[350.0, 353.0, 46.0, 10.0]"
00910606_page-0.png,Present notice Voting power,"[455.0, 352.0, 27.0, 10.0]"
01323261_page-0.png,company name,"[173.0, 119.0, 143.0, 77.0]"
01323261_page-0.png,substantial holder name,"[175.0, 226.0, 369.0, 22.0]"
01323261_page-0.png,holder ACN/ARSN,"[175.0, 258.0, 177.0, 12.0]"
01323261_page-0.png,There was a change in the interests of the substantial holder on,"[175.0, 279.0, 44.0, 11.0]"
01323261_page-0.png,The previous notice was dated,"[175.0, 307.0, 44.0, 9.0]"
01323261_page-0.png,The previous notice was given to the company on,"[176.0, 335.0, 41.0, 9.0]"
01323261_page-0.png,class of securities,"[39.0, 453.0, 39.0, 10.0]"
01323261_page-0.png,Previous notice Person's notes,"[175.0, 453.0, 48.0, 9.0]"
01323261_page-0.png,Previous notice Voting power,"[265.0, 453.0, 35.0, 9.0]"
01323261_page-0.png,Present notice Person's votes,"[356.0, 453.0, 48.0, 9.0]"
01323261_page-0.png,Present notice Voting power,"[437.0, 453.0, 33.0, 9.0]"
01323261_page-0.png,company ACN/ARSN,"[175.0, 202.0, 74.0, 15.0]"
01326042_page-1.png,company name,"[158.0, 131.0, 88.0, 11.0]"
01326042_page-1.png,company ACN/ARSN,"[159.0, 154.0, 63.0, 11.0]"
01326042_page-1.png,substantial holder name,"[157.0, 196.0, 394.0, 20.0]"
01326042_page-1.png,holder ACN/ARSN,-1
01326042_page-1.png,There was a change in the interests of the substantial holder on,"[207.0, 253.0, 42.0, 10.0]"
01326042_page-1.png,The previous notice was dated,"[208.0, 266.0, 40.0, 10.0]"
01326042_page-1.png,The previous notice was given to the company on,"[208.0, 280.0, 41.0, 7.0]"
01326042_page-1.png,class of securities,"[83.0, 392.0, 94.0, 13.0]"
01326042_page-1.png,Previous notice Person's notes,"[187.0, 393.0, 43.0, 11.0]"
01326042_page-1.png,Previous notice Voting power,"[285.0, 393.0, 28.0, 10.0]"
01326042_page-1.png,Present notice Person's votes,"[368.0, 392.0, 44.0, 12.0]"
01326042_page-1.png,Present notice Voting power,"[471.0, 393.0, 26.0, 10.0]"
01331405_page-0.png,company name,"[109.0, 134.0, 46.0, 11.0]"
01331405_page-0.png,company ACN/ARSN,"[110.0, 149.0, 45.0, 9.0]"
01331405_page-0.png,substantial holder name,"[111.0, 180.0, 266.0, 10.0]"
01331405_page-0.png,There was a change in the interests of the substantial holder on,"[417.0, 196.0, 41.0, 11.0]"
01331405_page-0.png,The previous notice was dated,"[418.0, 209.0, 40.0, 9.0]"
01331405_page-0.png,The previous notice was given to the company on,"[418.0, 220.0, 40.0, 8.0]"
01331405_page-0.png,class of securities,"[37.0, 329.0, 91.0, 13.0]"
01331405_page-0.png,Previous notice Person's notes,"[173.0, 329.0, 42.0, 12.0]"
01331405_page-0.png,Previous notice Voting power,"[294.0, 329.0, 26.0, 10.0]"
01331405_page-0.png,Present notice Person's votes,"[398.0, 329.0, 40.0, 12.0]"
01331405_page-0.png,Present notice Voting power,"[516.0, 328.0, 27.0, 12.0]"
01332256_page-0.png,company name,"[173.0, 118.0, 120.0, 67.0]"
01332256_page-0.png,substantial holder name,"[176.0, 207.0, 369.0, 25.0]"
01332256_page-0.png,holder ACN/ARSN,"[174.0, 238.0, 178.0, 14.0]"
01332256_page-0.png,The previous notice was dated,"[176.0, 296.0, 43.0, 13.0]"
01332256_page-0.png,The previous notice was given to the company on,"[176.0, 315.0, 43.0, 12.0]"
01332256_page-0.png,class of securities,"[40.0, 433.0, 38.0, 13.0]"
01332256_page-0.png,Previous notice Person's notes,"[175.0, 434.0, 49.0, 10.0]"
01332256_page-0.png,Previous notice Voting power,"[265.0, 435.0, 35.0, 9.0]"
01332256_page-0.png,Present notice Person's votes,"[356.0, 433.0, 49.0, 12.0]"
01332256_page-0.png,Present notice Voting power,"[436.0, 434.0, 35.0, 10.0]"
01332256_page-0.png,company ACN/ARSN,"[175.0, 192.0, 54.0, 13.0]"
01332256_page-0.png,There was a change in the interests of the substantial holder on,"[175.0, 269.0, 44.0, 12.0]"
01339280_page-0.png,company name,"[108.0, 133.0, 101.0, 12.0]"
01339280_page-0.png,company ACN/ARSN,"[109.0, 148.0, 46.0, 11.0]"
01339280_page-0.png,substantial holder name,"[108.0, 178.0, 271.0, 13.0]"
01339280_page-0.png,There was a change in the interests of the substantial holder on,"[417.0, 197.0, 42.0, 11.0]"
01339280_page-0.png,The previous notice was dated,"[418.0, 209.0, 41.0, 9.0]"
01339280_page-0.png,The previous notice was given to the company on,"[418.0, 219.0, 41.0, 11.0]"
01339280_page-0.png,class of securities,"[37.0, 329.0, 92.0, 13.0]"
01339280_page-0.png,Previous notice Person's notes,"[175.0, 330.0, 39.0, 10.0]"
01339280_page-0.png,Previous notice Voting power,"[294.0, 330.0, 25.0, 10.0]"
01339280_page-0.png,Present notice Person's votes,"[396.0, 327.0, 43.0, 13.0]"
01339280_page-0.png,Present notice Voting power,"[518.0, 330.0, 24.0, 10.0]"
01341240_page-0.png,company name,"[172.0, 112.0, 128.0, 80.0]"
01341240_page-0.png,substantial holder name,"[175.0, 223.0, 371.0, 25.0]"
01341240_page-0.png,holder ACN/ARSN,"[173.0, 255.0, 179.0, 14.0]"
01341240_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 276.0, 50.0, 15.0]"
01341240_page-0.png,The previous notice was dated,"[174.0, 319.0, 50.0, 14.0]"
01341240_page-0.png,The previous notice was given to the company on,"[173.0, 349.0, 53.0, 15.0]"
01341240_page-0.png,class of securities,"[40.0, 471.0, 39.0, 11.0]"
01341240_page-0.png,Previous notice Person's notes,"[175.0, 471.0, 48.0, 10.0]"
01341240_page-0.png,Previous notice Voting power,"[265.0, 470.0, 35.0, 12.0]"
01341240_page-0.png,Present notice Person's votes,"[357.0, 471.0, 48.0, 11.0]"
01341240_page-0.png,Present notice Voting power,"[436.0, 472.0, 36.0, 10.0]"
01341240_page-0.png,company ACN/ARSN,"[173.0, 198.0, 56.0, 15.0]"
01353722_page-1.png,company name,"[122.0, 70.0, 64.0, 11.0]"
01353722_page-1.png,company ACN/ARSN,"[123.0, 86.0, 43.0, 12.0]"
01353722_page-1.png,substantial holder name,"[121.0, 138.0, 207.0, 16.0]"
01353722_page-1.png,There was a change in the interests of the substantial holder on,"[267.0, 157.0, 44.0, 12.0]"
01353722_page-1.png,The previous notice was dated,"[268.0, 171.0, 43.0, 12.0]"
01353722_page-1.png,The previous notice was given to the company on,"[266.0, 185.0, 45.0, 12.0]"
01353722_page-1.png,class of securities,"[50.0, 296.0, 54.0, 12.0]"
01353722_page-1.png,Previous notice Person's notes,"[187.0, 297.0, 38.0, 10.0]"
01353722_page-1.png,Present notice Person's votes,"[344.0, 296.0, 36.0, 13.0]"
01353722_page-1.png,Present notice Voting power,"[417.0, 296.0, 24.0, 11.0]"
01353722_page-1.png,Previous notice Voting power,"[274.0, 297.0, 25.0, 10.0]"
01359382_page-0.png,company name,"[171.0, 113.0, 157.0, 77.0]"
01359382_page-0.png,substantial holder name,"[174.0, 224.0, 371.0, 27.0]"
01359382_page-0.png,holder ACN/ARSN,"[175.0, 255.0, 178.0, 14.0]"
01359382_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 277.0, 51.0, 14.0]"
01359382_page-0.png,The previous notice was dated,"[174.0, 320.0, 49.0, 13.0]"
01359382_page-0.png,The previous notice was given to the company on,"[174.0, 349.0, 49.0, 14.0]"
01359382_page-0.png,class of securities,"[40.0, 471.0, 41.0, 10.0]"
01359382_page-0.png,Previous notice Person's notes,"[176.0, 470.0, 48.0, 11.0]"
01359382_page-0.png,Previous notice Voting power,"[264.0, 472.0, 36.0, 9.0]"
01359382_page-0.png,Present notice Person's votes,"[357.0, 471.0, 47.0, 10.0]"
01359382_page-0.png,Present notice Voting power,"[436.0, 472.0, 36.0, 9.0]"
01359382_page-0.png,company ACN/ARSN,"[173.0, 198.0, 55.0, 15.0]"
01372755_page-1.png,company name,"[121.0, 69.0, 78.0, 13.0]"
01372755_page-1.png,company ACN/ARSN,"[122.0, 86.0, 43.0, 11.0]"
01372755_page-1.png,substantial holder name,"[121.0, 140.0, 209.0, 14.0]"
01372755_page-1.png,There was a change in the interests of the substantial holder on,"[266.0, 157.0, 46.0, 12.0]"
01372755_page-1.png,The previous notice was dated,"[267.0, 172.0, 44.0, 10.0]"
01372755_page-1.png,The previous notice was given to the company on,"[266.0, 186.0, 44.0, 11.0]"
01372755_page-1.png,class of securities,"[52.0, 295.0, 33.0, 13.0]"
01372755_page-1.png,Previous notice Person's notes,"[187.0, 297.0, 39.0, 10.0]"
01372755_page-1.png,Present notice Person's votes,"[343.0, 297.0, 38.0, 11.0]"
01372755_page-1.png,Present notice Voting power,"[417.0, 296.0, 24.0, 12.0]"
01372755_page-1.png,Previous notice Voting power,"[273.0, 297.0, 24.0, 11.0]"
01383027_page-0.png,company name,"[171.0, 119.0, 96.0, 79.0]"
01383027_page-0.png,substantial holder name,"[174.0, 227.0, 371.0, 27.0]"
01383027_page-0.png,holder ACN/ARSN,"[174.0, 260.0, 180.0, 13.0]"
01383027_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 279.0, 44.0, 15.0]"
01383027_page-0.png,The previous notice was dated,"[174.0, 308.0, 45.0, 13.0]"
01383027_page-0.png,The previous notice was given to the company on,"[175.0, 337.0, 43.0, 11.0]"
01383027_page-0.png,class of securities,"[40.0, 456.0, 39.0, 11.0]"
01383027_page-0.png,Previous notice Person's notes,"[174.0, 455.0, 53.0, 10.0]"
01383027_page-0.png,Previous notice Voting power,"[265.0, 455.0, 36.0, 10.0]"
01383027_page-0.png,Present notice Person's votes,"[358.0, 457.0, 47.0, 8.0]"
01383027_page-0.png,Present notice Voting power,"[437.0, 455.0, 34.0, 10.0]"
01383027_page-0.png,company ACN/ARSN,"[172.0, 202.0, 56.0, 15.0]"
01386640_page-0.png,company name,"[173.0, 117.0, 124.0, 81.0]"
01386640_page-0.png,substantial holder name,"[173.0, 229.0, 373.0, 23.0]"
01386640_page-0.png,holder ACN/ARSN,"[172.0, 260.0, 181.0, 14.0]"
01386640_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 281.0, 44.0, 12.0]"
01386640_page-0.png,The previous notice was dated,"[176.0, 308.0, 42.0, 13.0]"
01386640_page-0.png,The previous notice was given to the company on,"[175.0, 334.0, 43.0, 14.0]"
01386640_page-0.png,class of securities,"[39.0, 456.0, 40.0, 11.0]"
01386640_page-0.png,Previous notice Person's notes,"[172.0, 454.0, 52.0, 12.0]"
01386640_page-0.png,Previous notice Voting power,"[265.0, 456.0, 34.0, 9.0]"
01386640_page-0.png,Present notice Person's votes,"[356.0, 456.0, 43.0, 8.0]"
01386640_page-0.png,Present notice Voting power,"[437.0, 456.0, 33.0, 9.0]"
01386640_page-0.png,company ACN/ARSN,"[173.0, 204.0, 78.0, 15.0]"
01387343_page-0.png,company name,"[172.0, 113.0, 156.0, 80.0]"
01387343_page-0.png,substantial holder name,"[176.0, 225.0, 369.0, 23.0]"
01387343_page-0.png,holder ACN/ARSN,"[175.0, 256.0, 177.0, 13.0]"
01387343_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 277.0, 49.0, 15.0]"
01387343_page-0.png,The previous notice was dated,"[176.0, 320.0, 47.0, 12.0]"
01387343_page-0.png,The previous notice was given to the company on,"[175.0, 351.0, 48.0, 12.0]"
01387343_page-0.png,class of securities,"[40.0, 471.0, 39.0, 11.0]"
01387343_page-0.png,Previous notice Person's notes,"[174.0, 471.0, 50.0, 11.0]"
01387343_page-0.png,Previous notice Voting power,"[264.0, 470.0, 37.0, 12.0]"
01387343_page-0.png,Present notice Person's votes,"[356.0, 472.0, 50.0, 9.0]"
01387343_page-0.png,Present notice Voting power,"[437.0, 472.0, 35.0, 10.0]"
01387343_page-0.png,company ACN/ARSN,"[173.0, 199.0, 57.0, 14.0]"
01389586_page-0.png,company name,"[108.0, 132.0, 53.0, 12.0]"
01389586_page-0.png,company ACN/ARSN,"[109.0, 149.0, 46.0, 10.0]"
01389586_page-0.png,substantial holder name,"[109.0, 178.0, 268.0, 13.0]"
01389586_page-0.png,There was a change in the interests of the substantial holder on,"[417.0, 196.0, 41.0, 11.0]"
01389586_page-0.png,The previous notice was dated,"[418.0, 208.0, 41.0, 10.0]"
01389586_page-0.png,The previous notice was given to the company on,"[418.0, 219.0, 40.0, 10.0]"
01389586_page-0.png,class of securities,"[37.0, 329.0, 92.0, 11.0]"
01389586_page-0.png,Previous notice Person's notes,"[175.0, 330.0, 40.0, 9.0]"
01389586_page-0.png,Previous notice Voting power,"[294.0, 331.0, 25.0, 9.0]"
01389586_page-0.png,Present notice Person's votes,"[396.0, 329.0, 43.0, 11.0]"
01389586_page-0.png,Present notice Voting power,"[516.0, 330.0, 28.0, 10.0]"
01404680_page-0.png,company name,"[172.0, 113.0, 126.0, 79.0]"
01404680_page-0.png,substantial holder name,"[177.0, 223.0, 367.0, 26.0]"
01404680_page-0.png,holder ACN/ARSN,"[174.0, 256.0, 180.0, 13.0]"
01404680_page-0.png,There was a change in the interests of the substantial holder on,"[173.0, 278.0, 51.0, 13.0]"
01404680_page-0.png,The previous notice was dated,"[174.0, 320.0, 49.0, 13.0]"
01404680_page-0.png,The previous notice was given to the company on,"[174.0, 350.0, 49.0, 13.0]"
01404680_page-0.png,class of securities,"[40.0, 472.0, 37.0, 10.0]"
01404680_page-0.png,Previous notice Person's notes,"[174.0, 471.0, 49.0, 11.0]"
01404680_page-0.png,Previous notice Voting power,"[264.0, 472.0, 37.0, 9.0]"
01404680_page-0.png,Present notice Person's votes,"[356.0, 471.0, 49.0, 10.0]"
01404680_page-0.png,Present notice Voting power,"[437.0, 471.0, 32.0, 10.0]"
01404680_page-0.png,company ACN/ARSN,"[173.0, 198.0, 62.0, 14.0]"
01423889_page-0.png,company name,"[171.0, 118.0, 105.0, 79.0]"
01423889_page-0.png,substantial holder name,"[174.0, 260.0, 318.0, 22.0]"
01423889_page-0.png,holder ACN/ARSN,-1
01423889_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 290.0, 46.0, 13.0]"
01423889_page-0.png,The previous notice was dated,"[175.0, 319.0, 43.0, 11.0]"
01423889_page-0.png,The previous notice was given to the company on,"[175.0, 346.0, 43.0, 12.0]"
01423889_page-0.png,class of securities,"[40.0, 476.0, 38.0, 11.0]"
01423889_page-0.png,Previous notice Person's notes,"[175.0, 476.0, 48.0, 10.0]"
01423889_page-0.png,Previous notice Voting power,"[266.0, 476.0, 38.0, 10.0]"
01423889_page-0.png,Present notice Person's votes,"[356.0, 477.0, 47.0, 9.0]"
01423889_page-0.png,Present notice Voting power,"[437.0, 476.0, 34.0, 10.0]"
01423889_page-0.png,company ACN/ARSN,"[174.0, 203.0, 54.0, 14.0]"
01451023_page-0.png,company name,"[171.0, 116.0, 95.0, 82.0]"
01451023_page-0.png,substantial holder name,"[173.0, 248.0, 319.0, 24.0]"
01451023_page-0.png,holder ACN/ARSN,-1
01451023_page-0.png,There was a change in the interests of the substantial holder on,"[175.0, 281.0, 42.0, 12.0]"
01451023_page-0.png,The previous notice was dated,"[174.0, 308.0, 44.0, 12.0]"
01451023_page-0.png,The previous notice was given to the company on,"[174.0, 335.0, 44.0, 12.0]"
01451023_page-0.png,class of securities,"[40.0, 456.0, 36.0, 10.0]"
01451023_page-0.png,Previous notice Person's notes,"[175.0, 456.0, 50.0, 9.0]"
01451023_page-0.png,Previous notice Voting power,"[265.0, 456.0, 33.0, 10.0]"
01451023_page-0.png,Present notice Person's votes,"[357.0, 456.0, 47.0, 10.0]"
01451023_page-0.png,Present notice Voting power,"[437.0, 456.0, 35.0, 10.0]"
01451023_page-0.png,company ACN/ARSN,"[172.0, 203.0, 57.0, 14.0]"
01481319_page-0.png,company name,"[170.0, 117.0, 126.0, 91.0]"
01481319_page-0.png,substantial holder name,"[174.0, 255.0, 317.0, 24.0]"
01481319_page-0.png,holder ACN/ARSN,-1
01481319_page-0.png,There was a change in the interests of the substantial holder on,"[175.0, 288.0, 43.0, 12.0]"
01481319_page-0.png,The previous notice was dated,"[175.0, 314.0, 43.0, 15.0]"
01481319_page-0.png,The previous notice was given to the company on,"[174.0, 343.0, 43.0, 13.0]"
01481319_page-0.png,class of securities,"[39.0, 463.0, 107.0, 11.0]"
01481319_page-0.png,Previous notice Person's notes,"[175.0, 464.0, 49.0, 8.0]"
01481319_page-0.png,Previous notice Voting power,"[266.0, 463.0, 35.0, 10.0]"
01481319_page-0.png,Present notice Person's votes,"[356.0, 463.0, 49.0, 11.0]"
01481319_page-0.png,Present notice Voting power,"[437.0, 464.0, 34.0, 9.0]"
01481319_page-0.png,company ACN/ARSN,"[173.0, 214.0, 57.0, 14.0]"
01488853_page-1.png,company name,"[122.0, 70.0, 39.0, 11.0]"
01488853_page-1.png,company ACN/ARSN,"[123.0, 87.0, 43.0, 11.0]"
01488853_page-1.png,substantial holder name,"[121.0, 140.0, 208.0, 12.0]"
01488853_page-1.png,There was a change in the interests of the substantial holder on,"[267.0, 158.0, 44.0, 9.0]"
01488853_page-1.png,The previous notice was dated,"[265.0, 172.0, 43.0, 10.0]"
01488853_page-1.png,The previous notice was given to the company on,"[266.0, 187.0, 43.0, 8.0]"
01488853_page-1.png,class of securities,"[51.0, 296.0, 52.0, 12.0]"
01488853_page-1.png,Previous notice Person's notes,"[187.0, 297.0, 37.0, 10.0]"
01488853_page-1.png,Present notice Person's votes,"[343.0, 297.0, 38.0, 10.0]"
01488853_page-1.png,Present notice Voting power,"[417.0, 297.0, 26.0, 9.0]"
01488853_page-1.png,Previous notice Voting power,"[273.0, 297.0, 26.0, 9.0]"
01506291_page-0.png,company name,"[174.0, 119.0, 101.0, 80.0]"
01506291_page-0.png,company ACN/ARSN,"[174.0, 205.0, 66.0, 11.0]"
01506291_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 267.0, 44.0, 11.0]"
01506291_page-0.png,The previous notice was dated,"[175.0, 296.0, 43.0, 10.0]"
01506291_page-0.png,The previous notice was given to the company on,"[176.0, 323.0, 42.0, 11.0]"
01506291_page-0.png,class of securities,"[39.0, 442.0, 107.0, 10.0]"
01506291_page-0.png,Previous notice Person's notes,"[175.0, 442.0, 47.0, 9.0]"
01506291_page-0.png,Previous notice Voting power,"[265.0, 442.0, 34.0, 9.0]"
01506291_page-0.png,Present notice Person's votes,"[357.0, 442.0, 49.0, 10.0]"
01506291_page-0.png,Present notice Voting power,"[437.0, 442.0, 35.0, 9.0]"
01508305_page-0.png,company name,"[174.0, 118.0, 99.0, 88.0]"
01508305_page-0.png,company ACN/ARSN,"[174.0, 215.0, 56.0, 11.0]"
01508305_page-0.png,There was a change in the interests of the substantial holder on,"[174.0, 271.0, 44.0, 12.0]"
01508305_page-0.png,The previous notice was dated,"[175.0, 299.0, 43.0, 10.0]"
01508305_page-0.png,The previous notice was given to the company on,"[176.0, 327.0, 41.0, 10.0]"
01508305_page-0.png,class of securities,"[40.0, 445.0, 106.0, 10.0]"
01508305_page-0.png,Previous notice Person's notes,"[175.0, 446.0, 49.0, 9.0]"
01508305_page-0.png,Previous notice Voting power,"[265.0, 446.0, 35.0, 8.0]"
01508305_page-0.png,Present notice Person's votes,"[357.0, 445.0, 48.0, 9.0]"
01508305_page-0.png,Present notice Voting power,"[437.0, 445.0, 33.0, 9.0]"
01522753_page-1.png,company name,"[122.0, 70.0, 68.0, 10.0]"
01522753_page-1.png,company ACN/ARSN,"[123.0, 87.0, 38.0, 10.0]"
01522753_page-1.png,substantial holder name,"[121.0, 140.0, 207.0, 11.0]"
01522753_page-1.png,There was a change in the interests of the substantial holder on,"[268.0, 158.0, 42.0, 10.0]"
01522753_page-1.png,The previous notice was dated,"[268.0, 173.0, 42.0, 9.0]"
01522753_page-1.png,The previous notice was given to the company on,"[267.0, 188.0, 43.0, 8.0]"
01522753_page-1.png,class of securities,"[52.0, 297.0, 50.0, 10.0]"
01522753_page-1.png,Previous notice Person's notes,"[189.0, 298.0, 35.0, 9.0]"
01522753_page-1.png,Present notice Person's votes,"[345.0, 298.0, 35.0, 9.0]"
01522753_page-1.png,Present notice Voting power,"[418.0, 297.0, 23.0, 10.0]"
01522753_page-1.png,Previous notice Voting power,"[275.0, 298.0, 23.0, 8.0]"
01592918_page-1.png,company name,"[123.0, 70.0, 34.0, 11.0]"
01592918_page-1.png,company ACN/ARSN,"[122.0, 87.0, 39.0, 11.0]"
01592918_page-1.png,substantial holder name,"[123.0, 141.0, 207.0, 10.0]"
01592918_page-1.png,There was a change in the interests of the substantial holder on,"[267.0, 158.0, 43.0, 10.0]"
01592918_page-1.png,The previous notice was dated,"[267.0, 173.0, 41.0, 9.0]"
01592918_page-1.png,The previous notice was given to the company on,"[267.0, 187.0, 41.0, 8.0]"
01592918_page-1.png,class of securities,"[53.0, 297.0, 50.0, 10.0]"
01592918_page-1.png,Previous notice Person's notes,"[187.0, 298.0, 38.0, 8.0]"
01592918_page-1.png,Present notice Person's votes,"[343.0, 297.0, 38.0, 10.0]"
01592918_page-1.png,Present notice Voting power,"[419.0, 297.0, 22.0, 10.0]"
01592918_page-1.png,Previous notice Voting power,"[274.0, 297.0, 23.0, 10.0]"
01626393_page-0.png,company name,"[216.0, 134.0, 56.0, 12.0]"
01626393_page-0.png,company ACN/ARSN,"[216.0, 152.0, 69.0, 13.0]"
01626393_page-0.png,substantial holder name,"[167.0, 196.0, 381.0, 30.0]"
01626393_page-0.png,holder ACN/ARSN,-1
01626393_page-0.png,There was a change in the interests of the substantial holder on,"[239.0, 269.0, 22.0, 11.0]"
01626393_page-0.png,The previous notice was dated,"[240.0, 286.0, 36.0, 11.0]"
01626393_page-0.png,The previous notice was given to the company on,"[241.0, 305.0, 35.0, 10.0]"
01626393_page-0.png,class of securities,"[102.0, 431.0, 70.0, 13.0]"
01626393_page-0.png,Previous notice Person's notes,"[199.0, 432.0, 45.0, 11.0]"
01626393_page-0.png,Present notice Person's votes,"[378.0, 432.0, 45.0, 11.0]"
01626393_page-0.png,Present notice Voting power,"[458.0, 431.0, 30.0, 12.0]"
01626393_page-0.png,Previous notice Voting power,"[290.0, 432.0, 26.0, 10.0]"
01332360_page-0.png,company name,"[185.0, 162.0, 107.0, 14.0]"
01332360_page-0.png,company ACN/ARSN,"[186.0, 185.0, 45.0, 12.0]"
01332360_page-0.png,substantial holder name,"[184.0, 229.0, 322.0, 15.0]"
01332360_page-0.png,holder ACN/ARSN,"[186.0, 247.0, 45.0, 10.0]"
01332360_page-0.png,There was a change in the interests of the substantial holder on,"[241.0, 277.0, 47.0, 11.0]"
01332360_page-0.png,The previous notice was dated,"[242.0, 298.0, 45.0, 11.0]"
01332360_page-0.png,The previous notice was given to the company on,"[242.0, 318.0, 46.0, 11.0]"
01332360_page-0.png,Previous notice Person's notes,"[227.0, 416.0, 39.0, 10.0]"
01332360_page-0.png,Previous notice Voting power,"[345.0, 416.0, 23.0, 10.0]"
01332360_page-0.png,Present notice Person's votes,"[417.0, 417.0, 39.0, 8.0]"
01332360_page-0.png,Present notice Voting power,"[493.0, 417.0, 24.0, 8.0]"
01332360_page-0.png,class of securities,"[92.0, 416.0, 74.0, 10.0]"
01360828_page-0.png,company name,"[185.0, 163.0, 128.0, 13.0]"
01360828_page-0.png,company ACN/ARSN,"[186.0, 183.0, 46.0, 13.0]"
01360828_page-0.png,substantial holder name,"[183.0, 224.0, 412.0, 32.0]"
01360828_page-0.png,holder ACN/ARSN,"[183.0, 258.0, 404.0, 19.0]"
01360828_page-0.png,There was a change in the interests of the substantial holder on,"[240.0, 295.0, 50.0, 12.0]"
01360828_page-0.png,The previous notice was dated,"[243.0, 326.0, 45.0, 12.0]"
01360828_page-0.png,The previous notice was given to the company on,"[242.0, 356.0, 47.0, 13.0]"
01360828_page-0.png,class of securities,"[90.0, 456.0, 63.0, 12.0]"
01360828_page-0.png,Previous notice Person's notes,"[229.0, 455.0, 47.0, 11.0]"
01360828_page-0.png,Previous notice Voting power,"[343.0, 456.0, 23.0, 11.0]"
01360828_page-0.png,Present notice Person's votes,"[417.0, 456.0, 45.0, 12.0]"
